DECADE,@IMG,@TYPE_BG,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,BRANCH KEY,KEY TOTAL,SECONDARY TEAM,SECONDARY COUNT,SECONDARY 01,SECONDARY 02,SECONDARY 03,SECONDARY 04,SECONDARY 05,SECONDARY 06,SECONDARY 07,SECONDARY 08,SECONDARY 09,SECONDARY 10
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\087.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Floris Alkemade, Gary Bates, Frans Blok, Gro Bonesmo, Xavier Calderón, Minsuk Cho, Thorsten Deckler, Sarah Dun, Wilfried Hackenbroich, Kohei Kashimoto, Mike Magner, Oleg Nikolaevski, Domenico Raimondo, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Togok Towers,1996,Project,Commissioned Study,Mixed use,True,Floris Alkemade,19,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\088.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Floris Alkemade, Mathias Bauer, Frans Blok, Gro Bonesmo, Emanuelle Champalle, Minsuk Cho, Hans Cool, Christophe Cornubert, Vincent Coste, Otto Driesden, Chris van Duijn, Sarah Dun, Anthony Fontenot, Bill Gaskins, Wilfried Hackenbroich, Machteld Hendricks, Reiner Hermes, Matthias Hollwich, Andreas Huhn, Alex Karcher, Anna Kling, Niko Knebel, Christine Machynia, Jose Molmans, Sophie Morgense, Simone Nagel, Oleg Nikolaevski, Philip Oswalt, Joshua Prince-Ramus, Rinske van Ramshorst, Ole Scheeren, Sandra Schneider-Marfels, Charlotte Senly, Dan Wood, Olga Aleksakova, Eliot Bu, Xavier Calderón, Robert Choeff, Bert Karel Deuten, Keith Donnelley, Robert Donnelly, Chris van Duijn, Chris van Duijn, Sarah Dun, Mark Eacott, Piet Eckert, Erez Ella, Keren Engelman, Rogier van Est, Anne Filson, Adrianne Fisher, Adrianne Fisher, Bruce Fisher, Pedro Costa Gama, Mark Guinand, Wilfried Hackenbroich, Reinier Hermes, Matthias Hollwich, Jens Holm, Andreas Huhn, Anna Jacinto, Kohei Kashimoto, Anna Kling, Antti Lassila, Anna Little, Ellen van Loon, Rob de Maat, Beth Margulis, Mark McVay, Oliver Michell, Christian Müller, Shawn Mulligan, Oleg Nikolaevski, Daan Ooievaar, Ala Pratt, Bill Price, Bill Price, Joshua Prince-Ramus, Joshua Prince-Ramus, Markus Randler, Gerald Rogers, Fernando Romero, Erik Schotte, Florian Seidel, Shohei Shigematsu, Ann Shih, Peer Sievers, Isabel da Silva, Isabel da Silva, Galia Solomonoff, Ilkka Tarkkanen, Lucien Tinga, Olivier Touraine, Jan Vermeulen, Leonard Weil, Bernard Wolff, Dan Wood, Marco Zurn]",Universal Headquarters,1996,Project,Commissioned Study,Office,True,Floris Alkemade,19,"[Christophe Cornubert, Matthias Hollwich, Fernando Romero, Joshua Prince-Ramus, Erez Ella, Ole Scheeren]",6,Christophe Cornubert,Matthias Hollwich,Fernando Romero,Joshua Prince-Ramus,Erez Ella,Ole Scheeren,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\091.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Stephanie Bender, Frans Blok, Xavier Calderón, Grace SukChing Cheung, Donald van Dansik, Claudia Dias, Chris van Duijn, Tobias Fehr, Udo Garritzmann, Verena Haydin, Reiner Hermes, Young-Joon Kim, Andrea Marlia, Philip Oswalt, Jaakko van't Spijker, Dong Ky Than, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hanoi New Town Masterplan,1997,Project,Commissioned Study,Masterplan,True,Floris Alkemade,19,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\092.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Gary Bates, Reinier de Graaf, Mark McVeigh, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Mercedes Office Village,1997,Project,Commissioned Study,Masterplan,True,Floris Alkemade,19,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\094.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Gary Bates, Donald van Dansik, Richard Eelman, Christos Marcopoulos, Sanna Schuiling, Isabel da Silva, Julien De Smedt, Adam Smit, Jaakko van't Spijker, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Papendorp,1997,Project,Completed,Masterplan,True,Floris Alkemade,19,[Julien De Smedt],1,Julien De Smedt,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\095.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Donald van Dansik, Adrianne Fisher, Maria Martinez Jamart, Oleg Nikolaevski, Fernando Romero, Adam Smit, Galia Solomonoff, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",El Baijo,1998,Project,Competition,Masterplan,True,Floris Alkemade,19,[Fernando Romero],1,Fernando Romero,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\097.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Gary Bates, Eliot Bu, Minsuk Cho, Donald van Dansik, Bert Karel Deuten, Richard Eelman, Adrianne Fisher, Adam Kurdahl, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Inchon Song–Do New Town,1998,Project,Commissioned Study,Masterplan,True,Floris Alkemade,19,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\124.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Stefan Bendiks, Catarina Canas, Bart Cardinaal, Claudia Dische, Reinier de Graaf, Alex de Jong, Jan Knikker, Carolien Ligtenberg, Matthieu Puyaubreau, Orri Steinarsson, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prins Clausplein,2001,Project,Commissioned Study,Masterplan,True,Floris Alkemade,19,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\129.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Catarina Canas, Brandon Cook, Govert Gerritsen, Sarah Gibson, Jens Holm, Anja Kalusche, Roberto Otero, Will Prince, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Union Station,2001,Project,Competition,Masterplan,True,Floris Alkemade,19,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\173.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Markus Dettling, Beth Hughes, Floris Alkemade, Filipe Balestra, Thibaut Barrault, Joshua Beck, Clément Blanchet, Christian Brimmer, Annalisa Castorri, Claire Destrebecq, Frank Eittorf, Benedicte Erritzoe, Nicolas Firket, Adam Frampton, Stamatis Giannikis, Andrew Griffin, Joyce Hsiang, Pieter Janssens, Pascal Lestringant, Joana Da Rocha Sá Lima, Anna Little, Mee Michelle Liu, Jason Long, Rob de Maat, Ben Milbourne, Anne Moerman, David Eugin Moon, Matthew Logan Murphy, Charles Peronin, Stefanie Rack, Alexander Reichert, Richard Sharam, Shohei Shigematsu, Jin Song, Leo Stevens, Christin Svensson, Felix Tönis, Laurent Troost, Boris Vapne, Minoru Watanabe, Claudia Wolsfeld, Camia Young, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",White City,2004,Project,Competition,Masterplan,True,Floris Alkemade,19,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\189.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Floris Alkemade, Ademide Adelusi Adeluyi, Kunle Adeyemi, Pablo Barrera, Christian Brimmer, Haiko Cornelissen, Joao Leal Bravo da Costa, Maria Derevencova, Beth Hughes, Edoardo Lucchini-Gabriolo, Ralph van Mameren, Felix Tönis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Abuja Aist,2006,Project,Competition,Mixed use,True,Floris Alkemade,19,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\191.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Floris Alkemade, Ralph van Mameren, Arman Akdogan, Rafael Balestra, Mariano Sagasta Garcia, Lorenzo Marasso, Ana Martins, Francesco Marull, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Boompjes 60-68,2006,Project,Commissioned Study,Office,True,Floris Alkemade,19,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\200.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Education.png,"[Floris Alkemade, Clément Blanchet, Joshua Beck, Philippe Braun, Karen Crequer, Anders Esko-Nielsen, Olivia Fontanetti, Adam Furman, Stamatis Giannikis, Kristian Holm, Peter Jannssens, Daniel Klos, Johannes Kohnle, Felix Madrazo, Daniel Ostrowski, Joao Ruivo, Karel Wuytack, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Nancy Artem Campus,2006,Project,Competition,Education,True,Floris Alkemade,19,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\116.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Amale Andraos, Fernando Donis, Reinier de Graaf, Ellen van Loon, Joshua Ramus, Saskia Simon, Johan De Wachter, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Caltrans District 7 HQ,2001,Project,Competition,Office,True,Fernando Donis,18,[Amale Andraos],1,Amale Andraos,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\118.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Meghan Corwin, Toma Damish, Claudia Dische, Fernando Donis, Reinier de Graaf, Beatriz Izquierdo, Alex de Jong, Thorsten Kiefer, Cornelia Locke, Paz Martin, Julien Monfort, David Moore, Shiro Ogata, Roberto Otero, Katayoun Parssanedjah, Matthieu Puyaubreau, Saskia Simon, Johan de Wachter, Fenna Haakma Wagenaar, Sybille Wälty, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Fondation Pinault,2001,Project,Competition,Museum / Gallery,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\133.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Theatre.png,"[Catarina Canas, Fernando Donis, Thorsten Kiefer, Roberto Otero, Erik Schotte, Sybille Wälty, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Cordoba Congress Centre,2002,Project,Construction,Theatre,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\135.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Theatre.png,"[Gabriela Bojalil, Fernando Donis, Erez Ella, Selva Gurdogan, Kerem Piker, Victoria Stewart, Gregers Tang Thomsen, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Guangzhou Opera House,2002,Project,Competition,Theatre,True,Fernando Donis,18,[Erez Ella],1,Erez Ella,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\144.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Retail.png,"[Eric Chang, Katrin Betschinger, Tiago Branco-Sampaio, George Bucher, Kees van Casteren, Dan Cheong, Hugo Clara, Haiko Cornelissen, Fernando Donis, Keru Feng, Alain Fouraux, Selva Gurdogan, Michelle Liu, Xiaodong Liu, Ellen van Loon, Jeff Ludlow, Miho Mazereeuw, Cristina Cassandra Murphy, Nuno Rosado, Oriol Hostench Ruiz, Hiromasa Shirai, Sebastian Thomas, Gregers Tang Thomsen, Boris Vapne, Finn Williams, Dongmei Yao, Camia Young, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Beijing Books Building,2003,Project,Competition,Retail,True,Fernando Donis,18,[Eric Chang],1,Eric Chang,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\145.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Christian Bandi, George Bucher, Paul Burgstaller, Jin Chong, Theo Deutinger, Fernando Donis, Teran Evans, Teman Evans, Emilie Gomart, Selva Gurdogan, James Harper, Peter Knutson, Mee Michelle Liu, Florian Pucher, Nanne de Ru, Gregers Tang Thomsen, Victoria Willocks, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Beijing Central Business District,2003,Project,Competition,Masterplan,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\146.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Retail.png,"[Eric Chang, Katrin Betschinger, Tiago Branco-Sampaio, George Bucher, Kees van Casteren, Dan Cheong, Hugo Clara, Haiko Cornelissen, Fernando Donis, Keru Feng, Alain Fouraux, Selva Gurdogan, Michelle Liu, Xiaodong Liu, Ellen van Loon, Jeff Ludlow, Miho Mazereeuw, Cristina Cassandra Murphy, Nuno Rosado, Oriol Hostench Ruiz, Hiromasa Shirai, Sebastian Thomas, Gregers Tang Thomsen, Boris Vapne, Finn Williams, Dongmei Yao, Camia Young, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Beijing Preservation,2003,Project,Competition,Retail,True,Fernando Donis,18,[Eric Chang],1,Eric Chang,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\158.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Education.png,"[Fernando Donis, Clément Blanchet, Catarina Canas, Joao Bravo da Costa, Cedric von Daniken, Tiago Simas Freire, Gustavo Guimarães, Trine Kobbelvedt, Simon Kretz, Xiaodong Liu, Laurent Troost, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Ecole Polytechnique Federale De Lausanne – Learning Center,2004,Project,Competition,Education,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\159.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Theatre.png,"[Gabriella Bojalil, Catarina Canas, Kees van Casteren, Fernando Donis, Frank Eittorf, Gustavo Guimarães, Selva Gurdogan, Trine Kobbelvedt, Michelle Liu, Rob de Maat, Konstantinos Pantazis, Filip Rem, Beatrice Schiavina, Michael Smith, Gregers Tang Thomsen, Joris Weijts, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Gent Forum,2004,Project,Competition,Theatre,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\161.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Education.png,"[Shohei Shigematsu, Fernando Donis, Rodney Eggleston, Alain Fouraux, Thomas von Girsewald, Filip Rem, Hiromasa Shirai, Michael Smith, Steffi Wedde, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Idea Vertical Campus,2004,Project,Competition,Education,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\176.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Filipe Balestra, Berit Bessell, Katrin Betschinger, Fernando Donis, Gustavo Guimarães, Miho Mazereeuw, Laurent Troost, Leonie Wenz, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Balandra Bay,2005,Project,Competition,Masterplan,True,Fernando Donis,18,[],0,,,,,,,,,,
